,avg_price_per_room,lead_time,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,no_of_adults,repeated_guest,arrival_year,no_of_special_requests
23719,-1.047089596116426,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,1
23073,-2.945647847713147,-0.8080367095428356,1.0,0.0,0.0,0.0,2,0,2018,2
6196,1.9779105022528665,-0.38873773423491176,0.0,0.0,1.0,0.0,3,0,2018,1
33197,1.3830991177772034,-0.6216816094059806,0.0,0.0,0.0,1.0,2,0,2018,1
31012,-0.5265584850130824,-0.5867400281303202,0.0,0.0,1.0,0.0,2,0,2018,0
22900,0.25608807350752655,-0.16744105282239638,0.0,0.0,0.0,1.0,1,0,2018,0
20514,-0.24195973646013372,1.2418693919625698,0.0,0.0,1.0,0.0,1,0,2018,0
6007,-0.3842591107366081,2.2085864739225056,0.0,0.0,0.0,1.0,2,0,2018,0
17601,0.15363252402846517,1.4981076546507457,0.0,0.0,0.0,1.0,1,0,2018,0
961,-0.3412846997051127,-0.35379615295925143,0.0,0.0,0.0,1.0,2,0,2018,1
33737,1.229415793558611,0.8575119979303064,0.0,0.0,0.0,1.0,3,0,2018,0
9232,-0.4878530552098815,0.5896265414835772,0.0,0.0,0.0,1.0,2,0,2018,1
18775,-0.36206040834947806,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,0
31151,-0.6830877967172043,-0.9827446159211373,0.0,0.0,0.0,1.0,1,0,2018,2
1954,-0.4696387353024927,-0.7730951282671753,0.0,0.0,1.0,0.0,2,0,2018,0
6055,-0.730046590228441,-0.33050176544214455,0.0,0.0,0.0,1.0,2,0,2018,0
11218,-0.09966036218365937,0.007266853555905214,0.0,1.0,0.0,0.0,2,0,2017,0
1740,1.2635676433849652,-0.7265063532329615,0.0,0.0,0.0,1.0,2,0,2018,1
19714,-0.3572222296240779,1.2069278106869097,0.0,0.0,0.0,1.0,2,0,2018,1
33447,-0.20496189914825047,2.616238255471876,0.0,0.0,0.0,1.0,2,0,2018,1
22535,0.4353852850958842,0.042208434831565535,0.0,0.0,0.0,1.0,2,0,2018,1
20545,-1.1313308256880985,-0.15579385906384294,0.0,0.0,0.0,1.0,2,0,2018,0
32045,0.7825957583304817,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2018,1
17729,-0.6332830157204382,0.6245681227592376,0.0,0.0,1.0,0.0,2,0,2018,0
15460,1.7786913782658023,-0.7265063532329615,0.0,0.0,0.0,1.0,2,0,2018,1
16447,-0.1878859742350733,1.451518879616532,0.0,0.0,1.0,0.0,3,0,2018,2
21479,-0.05697054990071705,0.19362195369276025,0.0,0.0,1.0,0.0,2,0,2017,0
12460,-0.09966036218365937,0.007266853555905214,0.0,1.0,0.0,0.0,2,0,2017,0
15683,0.2227900199268315,-0.8313310970599425,0.0,0.0,0.0,1.0,2,0,2017,1
19413,-0.09966036218365937,-0.7730951282671753,0.0,1.0,0.0,0.0,2,0,2018,0
22565,-0.8111572335660312,-0.633328803164534,0.0,0.0,1.0,0.0,2,0,2018,0
15245,0.05117697454940339,0.22856353496842058,0.0,0.0,0.0,1.0,2,0,2018,0
33891,-1.0246062949807428,0.15868037241709995,0.0,0.0,0.0,1.0,2,0,2018,0
10402,1.3233333805810843,-0.6216816094059806,0.0,0.0,1.0,0.0,3,0,2018,1
26562,0.7541358834751869,-0.9012142596112631,0.0,0.0,1.0,0.0,2,0,2018,0
29888,1.3517932554363792,-0.8313310970599425,0.0,0.0,0.0,1.0,2,0,2018,0
3192,0.1849383863692894,2.0688201488198645,0.0,0.0,0.0,1.0,2,0,2018,0
5807,0.1564785115139945,-0.13249947154673608,0.0,0.0,1.0,0.0,2,0,2017,0
22720,1.024504694600488,1.1486918418941423,0.0,0.0,0.0,1.0,2,0,2018,1
1454,1.0458496007419593,0.25185792248552746,0.0,0.0,0.0,1.0,2,0,2018,1
2653,-0.3572222296240779,1.3350469420309974,0.0,0.0,0.0,1.0,2,0,2018,1
9492,-0.8111572335660312,0.35668266631250845,0.0,0.0,1.0,0.0,2,0,2018,0
11643,-0.3842591107366081,0.7526872541033254,0.0,0.0,1.0,0.0,2,0,2018,1
30339,-0.3572222296240779,0.6012737352421307,0.0,0.0,0.0,1.0,2,0,2018,0
31588,-0.6475129531480857,0.9739839355158407,0.0,0.0,1.0,0.0,2,0,2018,0
18201,2.400539643853995,-0.07426350275396887,0.0,0.0,0.0,1.0,2,0,2018,0
22836,-0.2561896738877812,0.3683298600710619,0.0,0.0,1.0,0.0,2,0,2017,0
8253,0.8124786269285417,-0.6682703844401944,0.0,0.0,0.0,1.0,1,0,2018,0
30753,-0.3842591107366081,2.511413511644895,0.0,0.0,1.0,0.0,1,0,2018,0
30521,0.6781480176115495,0.042208434831565535,0.0,0.0,1.0,0.0,3,0,2018,0
8097,-0.3330313359970774,2.266822442715273,0.0,0.0,0.0,1.0,2,0,2018,1
3098,-0.3415692984536658,-0.13249947154673608,0.0,0.0,0.0,1.0,2,0,2018,1
27948,-0.6973177341448518,-0.44697370302767897,0.0,0.0,0.0,1.0,2,0,2018,2
28519,0.35854362298658793,0.05385562859011898,0.0,0.0,0.0,1.0,2,0,2018,0
15131,1.0102747571728408,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,1
34170,0.7066078924668447,-0.6915647719573013,0.0,0.0,0.0,1.0,2,0,2018,1
20487,0.6402963840540074,-0.27226579664937733,0.0,0.0,0.0,1.0,3,0,2018,3
6822,-1.09575598211898,-0.9478030346454769,0.0,1.0,0.0,0.0,1,1,2018,1
633,1.101346356709784,0.25185792248552746,0.0,0.0,0.0,1.0,2,0,2018,0
35208,-2.0633917271990057,-0.9594502284040304,0.0,1.0,0.0,0.0,2,0,2018,1
6961,-0.6916257591737927,-0.7148591594744081,0.0,0.0,0.0,1.0,2,0,2018,0
31076,1.1184222816229616,-0.5401512530961065,0.0,0.0,0.0,1.0,3,0,2018,1
22957,0.5762616656295939,1.195280616928356,0.0,0.0,0.0,1.0,2,0,2018,1
19516,-0.35579923588131324,-0.9710974221625838,0.0,0.0,1.0,0.0,1,0,2017,0
12262,-0.6475129531480857,-0.3770905404763583,0.0,0.0,1.0,0.0,2,0,2018,0
33523,0.9248951326069561,-0.06261630899541543,0.0,0.0,1.0,0.0,2,0,2017,0
2940,-0.9409342629061759,1.2535165857211232,0.0,0.0,0.0,1.0,2,0,2018,1
28089,-0.11531329335407146,0.9506895479987338,0.0,0.0,0.0,1.0,2,0,2018,1
1032,-0.24195973646013372,1.2418693919625698,0.0,0.0,1.0,0.0,1,0,2018,0
24039,0.1564785115139945,0.19362195369276025,0.0,0.0,1.0,0.0,2,0,2017,0
12906,0.6146824966842418,0.35668266631250845,0.0,0.0,0.0,1.0,2,0,2018,2
2423,-0.7684674212830889,-0.5401512530961065,0.0,0.0,0.0,1.0,1,0,2018,0
29541,0.5264568846328279,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2017,2
11629,0.5833766343434176,-0.9827446159211373,0.0,0.0,0.0,1.0,1,0,2018,1
236,0.0665453069712628,0.3683298600710619,0.0,0.0,0.0,1.0,2,0,2018,0
15121,0.5085271634739922,0.5430377664493635,0.0,0.0,0.0,1.0,2,0,2018,0
22894,-0.7684674212830889,-0.09755789027107575,0.0,0.0,0.0,1.0,2,0,2017,1
17063,0.16359348022781822,0.35668266631250845,0.0,0.0,0.0,1.0,2,0,2018,1
34488,0.07109888694810988,-0.19073544033950326,0.0,0.0,1.0,0.0,2,0,2017,0
20553,0.32723776064576376,1.9872897925099902,0.0,0.0,1.0,0.0,2,0,2018,1
23556,3.8847221175576228,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2018,1
15911,0.8565914329542482,-0.8080367095428356,0.0,0.0,0.0,1.0,2,0,2018,0
8599,-0.24195973646013372,1.4165772983408715,0.0,0.0,1.0,0.0,2,0,2018,0
25325,-0.8111572335660312,-0.7381535469915149,0.0,0.0,1.0,0.0,2,0,2017,0
30205,-1.878402540639589,0.7060984790691116,0.0,0.0,1.0,0.0,2,0,2017,0
20506,1.1269602440795496,-0.5634456406132133,0.0,0.0,0.0,1.0,2,0,2018,1
22283,0.1564785115139945,2.185292086405399,0.0,0.0,1.0,0.0,2,0,2017,0
24038,-0.7172396465435582,-0.342148959200698,0.0,0.0,0.0,1.0,2,0,2018,0
9745,0.6118365091987125,-0.004380340202648226,0.0,0.0,1.0,0.0,2,0,2017,0
16554,-0.7257776090001465,2.9190652931942656,0.0,0.0,1.0,0.0,2,0,2018,0
2882,1.0885394130249015,0.018914047314458653,0.0,0.0,0.0,1.0,2,0,2018,1
19589,0.4353852850958842,0.018914047314458653,0.0,0.0,0.0,1.0,2,0,2018,2
23607,-0.9409342629061759,1.1253974543770355,0.0,0.0,0.0,1.0,2,0,2018,2
28181,-0.730046590228441,0.741040060344772,0.0,0.0,0.0,1.0,2,0,2018,2
27650,-0.6475129531480857,1.533049235926406,0.0,0.0,1.0,0.0,2,0,2018,1
27760,-0.8199797947711727,-0.9943918096796907,0.0,0.0,0.0,1.0,1,0,2017,0
30336,-0.7661906312946654,0.5663321539664704,0.0,0.0,0.0,1.0,2,0,2018,1
13597,0.7541358834751869,1.486460460892192,0.0,0.0,1.0,0.0,2,0,2018,0
35977,1.152574131449315,0.8575119979303064,0.0,0.0,1.0,0.0,2,0,2018,0
17326,-0.41271898559190295,2.558002286679109,0.0,0.0,1.0,0.0,2,0,2018,0
24695,2.182821601210989,0.927395160481627,0.0,0.0,0.0,1.0,3,0,2018,0
17769,-0.3842591107366081,-0.7730951282671753,0.0,0.0,1.0,0.0,2,1,2017,0
13973,0.5136499409479451,1.533049235926406,0.0,0.0,0.0,1.0,3,0,2018,1
30093,1.2379537560151996,-0.9594502284040304,0.0,0.0,0.0,1.0,3,0,2018,0
1295,-0.44117886044719784,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2018,0
8875,-1.09575598211898,-0.05096911523686199,0.0,0.0,1.0,0.0,2,0,2018,0
16350,0.32723776064576376,2.7327101930574105,0.0,0.0,1.0,0.0,2,0,2018,1
6208,-0.8111572335660312,0.22856353496842058,0.0,0.0,0.0,1.0,2,0,2018,0
22273,-0.24195973646013372,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2017,0
26088,0.5833766343434176,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2017,3
32300,0.00962555726067305,-0.8313310970599425,0.0,0.0,1.0,0.0,2,0,2017,0
29844,-0.6862183829512867,-0.8779198720941562,0.0,0.0,0.0,1.0,2,0,2017,1
14449,-0.4539858041320806,0.12373879114143962,0.0,0.0,0.0,1.0,2,0,2018,1
19726,-0.40560401687807923,1.0788086793428218,0.0,0.0,0.0,1.0,2,0,2018,0
25292,-0.40560401687807923,0.25185792248552746,0.0,0.0,0.0,1.0,2,0,2018,2
7360,1.658590706376458,-0.3770905404763583,0.0,0.0,0.0,1.0,3,0,2018,1
26012,-0.4696387353024927,-0.8779198720941562,0.0,0.0,0.0,1.0,2,0,2017,0
17881,-1.09575598211898,-0.9594502284040304,0.0,1.0,0.0,0.0,1,1,2017,0
24434,0.6659102714237729,-0.1092050840296292,0.0,0.0,0.0,1.0,2,0,2018,2
24675,-0.6688578592895569,2.1503505051297385,0.0,0.0,1.0,0.0,2,0,2018,0
17131,0.7555588772179519,0.9739839355158407,0.0,0.0,0.0,1.0,3,0,2018,0
22106,-0.09966036218365937,2.32505841150804,0.0,0.0,1.0,0.0,2,0,2018,0
12221,-1.09575598211898,-0.9943918096796907,0.0,1.0,0.0,0.0,1,1,2017,0
5981,0.44107726006694326,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
25135,0.5122269472051805,0.5896265414835772,0.0,0.0,0.0,1.0,2,0,2018,0
18590,0.17924641139823033,-0.17908824658094982,0.0,0.0,0.0,1.0,2,0,2018,2
34943,-0.1565801118942491,-0.92450864712837,0.0,0.0,0.0,1.0,2,0,2017,0
590,-0.8749073532418916,0.4032714413467222,0.0,0.0,0.0,1.0,2,0,2018,0
29748,0.6402963840540074,-0.6100344156474271,0.0,0.0,0.0,1.0,2,0,2018,1
4228,0.35854362298658793,0.1470331786585465,0.0,0.0,0.0,1.0,2,0,2018,3
11881,-1.0544891635788023,-0.3188545716835911,0.0,0.0,0.0,1.0,1,0,2018,1
32374,-0.41271898559190295,2.5463550929205554,0.0,0.0,1.0,0.0,2,0,2018,0
17875,-1.09575598211898,0.15868037241709995,0.0,0.0,1.0,0.0,2,0,2017,0
6569,0.6659102714237729,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,0
24946,-1.09575598211898,-0.9361558408869235,0.0,1.0,0.0,0.0,1,1,2017,0
26166,0.26035705473582094,1.5679908172020665,0.0,0.0,0.0,1.0,2,0,2018,1
28218,-1.09575598211898,-0.9012142596112631,0.0,1.0,0.0,0.0,1,0,2018,0
5265,3.6883489810560888,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,1
25635,-0.9249967329872107,0.7643344478618789,0.0,0.0,1.0,0.0,1,0,2018,0
3136,0.08959780560405171,-0.27226579664937733,0.0,0.0,0.0,1.0,2,0,2018,0
12071,-0.9101975980624575,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,1
15977,-0.40418102313531457,-0.5867400281303202,0.0,0.0,0.0,1.0,2,0,2018,1
32356,1.864071002831687,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,1
11638,0.8964352577516612,-0.7730951282671753,0.0,0.0,0.0,1.0,1,0,2018,0
35405,-0.7881047349332423,-0.9012142596112631,0.0,0.0,0.0,1.0,2,0,2017,1
8379,-0.21691504658747437,0.2052691474513137,0.0,0.0,0.0,1.0,2,0,2018,1
19709,-0.9534566078425055,0.07715001610722586,0.0,0.0,1.0,0.0,2,0,2017,0
22187,0.9590469824333097,-0.6682703844401944,0.0,0.0,0.0,1.0,2,0,2018,1
15814,-0.6688578592895569,2.907418099435712,0.0,0.0,1.0,0.0,1,0,2018,0
9695,-0.09966036218365937,-0.8313310970599425,0.0,0.0,1.0,0.0,1,0,2017,0
15314,-0.512328547585435,-0.06261630899541543,0.0,0.0,0.0,1.0,2,0,2018,1
4316,0.014179137237520133,-0.35379615295925143,0.0,0.0,1.0,0.0,2,0,2018,0
4674,0.029832068407932233,0.6478625102763444,0.0,0.0,0.0,1.0,2,0,2018,2
14639,0.1849383863692894,2.010584180027097,0.0,0.0,1.0,0.0,2,0,2018,0
8968,-0.22289162030708612,2.2202336676810592,0.0,0.0,1.0,0.0,1,0,2018,0
9982,-0.24195973646013372,-0.6100344156474271,0.0,1.0,0.0,0.0,3,0,2018,0
23441,-0.09966036218365937,1.4631660733750853,0.0,0.0,1.0,0.0,2,0,2018,0
16712,-1.0388362324083902,-0.9943918096796907,0.0,1.0,0.0,0.0,1,1,2018,1
21066,0.12801863665869964,-0.15579385906384294,0.0,0.0,1.0,0.0,2,0,2017,0
32805,-0.8894218894180921,0.822570416654646,0.0,0.0,1.0,0.0,2,0,2018,0
11183,-0.6147840970644964,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,1
27474,-0.8111572335660312,2.6628270305060897,0.0,0.0,1.0,0.0,2,0,2018,0
4764,-0.2561896738877812,0.6944512853105582,0.0,0.0,1.0,0.0,2,0,2017,0
16876,-0.8111572335660312,0.22856353496842058,0.0,0.0,1.0,0.0,2,0,2018,0
21683,-0.11531329335407146,-0.1092050840296292,0.0,0.0,0.0,1.0,2,0,2018,0
11517,0.20514489751654855,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,0
28325,-0.3523840508986777,0.345035472553955,0.0,0.0,0.0,1.0,2,0,2018,0
19414,1.3062574556679076,-0.19073544033950326,0.0,0.0,0.0,1.0,2,0,2018,0
11041,-0.20496189914825047,0.8924535792059667,0.0,0.0,0.0,1.0,2,0,2018,0
24421,0.5890686093144767,0.25185792248552746,0.0,0.0,0.0,1.0,2,0,2018,1
824,0.1564785115139945,-0.13249947154673608,0.0,0.0,1.0,0.0,2,0,2017,0
18433,-0.606246134607908,0.6129209290006841,0.0,0.0,0.0,1.0,1,0,2018,2
12443,-0.18503998674954397,-0.5867400281303202,0.0,0.0,0.0,1.0,2,0,2017,1
29537,0.32723776064576376,1.9872897925099902,0.0,0.0,1.0,0.0,2,0,2018,1
3275,1.844149090432981,-0.633328803164534,0.0,0.0,0.0,1.0,3,0,2018,0
17996,1.7217716285552125,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2017,1
1753,-0.6475129531480857,1.5679908172020665,0.0,0.0,0.0,1.0,2,0,2018,1
30677,-1.067296107263685,-0.7614479345086218,0.0,1.0,0.0,0.0,1,0,2018,0
14325,-0.5991311658940843,-0.1092050840296292,0.0,0.0,1.0,0.0,2,0,2018,0
28447,-1.0246062949807428,-0.4003849279934652,0.0,0.0,0.0,1.0,2,0,2018,0
22858,0.4353852850958842,-0.19073544033950326,0.0,0.0,0.0,1.0,2,0,2018,1
17835,-0.7257776090001465,3.1869507496409946,0.0,0.0,1.0,0.0,2,0,2018,1
4876,1.3062574556679076,-0.03932192147830855,0.0,0.0,0.0,1.0,2,0,2018,0
17897,-0.8111572335660312,-0.842978290818496,0.0,0.0,1.0,0.0,1,0,2018,0
19059,-0.24195973646013372,2.115408923854078,0.0,0.0,1.0,0.0,2,0,2018,0
26151,-0.9756553102296356,-0.4236793155105721,0.0,0.0,0.0,1.0,2,0,2018,1
9717,-0.6973177341448518,-0.9012142596112631,0.0,1.0,0.0,0.0,1,0,2018,0
6608,1.5225525045681485,-0.9943918096796907,0.0,0.0,0.0,1.0,3,0,2018,1
5089,0.8887510915407313,1.765993111097475,0.0,0.0,0.0,1.0,3,0,2018,0
31615,0.7541358834751869,0.8808063854474133,0.0,0.0,1.0,0.0,2,0,2018,0
27237,0.014179137237520133,-0.9710974221625838,0.0,1.0,0.0,0.0,1,0,2018,0
2256,0.17497743016993633,0.4032714413467222,0.0,0.0,0.0,1.0,2,0,2018,1
1744,-1.09575598211898,-0.9943918096796907,0.0,1.0,0.0,0.0,1,1,2018,0
16254,0.1564785115139945,-0.13249947154673608,0.0,0.0,1.0,0.0,2,0,2017,0
20561,-0.35579923588131324,-0.3188545716835911,0.0,0.0,1.0,0.0,2,0,2018,0
21246,0.7455979210185981,-0.5401512530961065,0.0,0.0,0.0,1.0,1,0,2018,0
26525,1.1269602440795496,-0.27226579664937733,0.0,0.0,0.0,1.0,2,0,2018,0
16042,-0.8111572335660312,0.22856353496842058,0.0,0.0,1.0,0.0,2,0,2018,0
17195,-0.2382599527289455,1.824229079890242,0.0,0.0,0.0,1.0,2,0,2018,1
868,-1.0388362324083902,-0.9827446159211373,0.0,1.0,0.0,0.0,1,1,2018,1
23317,1.0387346320281357,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,0
36193,-0.5265584850130824,-0.004380340202648226,0.0,0.0,1.0,0.0,2,0,2018,1
15936,-1.09575598211898,-0.8546254845770493,0.0,1.0,0.0,0.0,2,0,2017,0
8078,-0.6119381095789671,-0.6449759969230875,0.0,0.0,0.0,1.0,1,0,2018,0
15213,1.0350348482969474,-0.5285040593375531,0.0,0.0,0.0,1.0,3,0,2018,1
30122,-0.20496189914825047,1.2884581669967836,0.0,0.0,0.0,1.0,2,0,2018,0
3280,-0.2704196113154286,0.42656582886382904,0.0,0.0,1.0,0.0,2,0,2018,0
35202,0.07109888694810988,-0.9594502284040304,0.0,0.0,0.0,1.0,2,0,2017,1
24133,0.725676008619892,0.741040060344772,0.0,0.0,0.0,1.0,2,0,2018,0
8785,0.5634547219447111,1.1719862294112493,0.0,0.0,0.0,1.0,3,0,2018,0
7140,0.4695371349222381,1.1021030668599285,0.0,0.0,0.0,1.0,1,0,2018,0
16039,0.15363252402846517,1.300105360755337,0.0,0.0,0.0,1.0,2,0,2018,0
26767,-0.06351632111743498,-0.30720737792503766,0.0,0.0,0.0,1.0,2,0,2018,2
13606,-0.20183131291416806,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2018,1
19050,0.24185813607987913,2.767651774333071,0.0,0.0,1.0,0.0,2,0,2018,1
13697,-1.2036189078205475,-0.15579385906384294,0.0,0.0,0.0,1.0,2,0,2018,1
22373,-0.9101975980624575,-0.5983872218888737,0.0,0.0,0.0,1.0,2,0,2018,0
30330,-0.640397984434262,-0.9012142596112631,0.0,0.0,0.0,1.0,2,0,2018,1
29639,-0.09966036218365937,0.3217410850368481,0.0,1.0,0.0,0.0,1,0,2018,0
3524,-0.35864522336684257,0.3916242475881688,0.0,0.0,0.0,1.0,1,0,2018,0
9981,0.49942000352029764,0.2867995037611878,0.0,0.0,0.0,1.0,2,0,2018,0
34149,-0.4696387353024927,-0.13249947154673608,0.0,0.0,1.0,0.0,1,0,2017,0
14341,-0.3842591107366081,2.2085864739225056,0.0,0.0,1.0,0.0,2,0,2018,0
34907,-0.3842591107366081,-0.16744105282239638,0.0,1.0,0.0,0.0,1,0,2017,0
5079,-0.8168492085370903,-0.7148591594744081,0.0,0.0,0.0,1.0,2,0,2018,1
22291,-0.44117886044719784,-0.9128614533698166,0.0,0.0,0.0,0.0,1,0,2018,0
2558,0.05117697454940339,0.9157479667230736,0.0,0.0,0.0,1.0,1,0,2018,3
32277,-0.8111572335660312,-0.2023826340980567,0.0,0.0,1.0,0.0,2,0,2018,0
26842,0.1877843738548187,0.21691634120986714,0.0,0.0,0.0,1.0,1,0,2018,1
1773,0.9248951326069561,0.46150741013948937,0.0,0.0,0.0,1.0,2,0,2018,2
23505,-0.07120048732836448,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,0
21870,2.376348750226995,-0.7730951282671753,0.0,0.0,0.0,1.0,3,0,2018,0
19798,-0.8965368581319159,1.2768109732382302,0.0,0.0,1.0,0.0,2,0,2018,0
35747,-0.6332830157204382,0.13538598489999307,0.0,0.0,1.0,0.0,2,0,2018,2
8520,-1.0769724647144854,-0.2606186028908239,0.0,0.0,0.0,1.0,2,0,2018,1
30265,0.3528516480155293,-0.7265063532329615,0.0,0.0,0.0,1.0,2,0,2018,2
8667,1.0671945068834305,-0.7498007407500684,0.0,0.0,0.0,1.0,2,0,2018,0
7319,-0.1648334756022848,-0.2023826340980567,0.0,0.0,0.0,1.0,2,0,2018,1
21678,0.17924641139823033,-0.633328803164534,0.0,0.0,0.0,1.0,3,0,2017,1
4473,0.6531033277388901,-0.5634456406132133,0.0,0.0,0.0,1.0,2,0,2018,0
32925,-0.8168492085370903,-0.33050176544214455,0.0,0.0,0.0,1.0,2,0,2018,1
25660,-0.6973177341448518,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
28695,-0.9534566078425055,0.22856353496842058,0.0,0.0,1.0,0.0,1,0,2018,0
22619,0.4695371349222381,-0.6799175781987478,0.0,0.0,1.0,0.0,2,0,2018,0
29763,0.24185813607987913,-0.5750928343717668,0.0,0.0,1.0,0.0,2,0,2017,0
15748,1.2379537560151996,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2018,1
9935,0.30845424324126924,-0.21402982785661015,0.0,0.0,0.0,1.0,2,0,2018,1
7274,0.09955876180340476,3.8741351813956477,0.0,0.0,0.0,1.0,2,0,2018,0
26269,-0.5265584850130824,0.9623367417572873,0.0,0.0,1.0,0.0,2,0,2018,0
34446,0.35854362298658793,-0.3654433467178049,0.0,0.0,0.0,1.0,2,0,2018,1
2016,0.09955876180340476,-0.8196839033013891,0.0,0.0,0.0,1.0,2,0,2017,3
11709,-0.5991311658940843,0.018914047314458653,0.0,0.0,0.0,1.0,2,0,2018,1
29339,0.537840834574946,-0.6449759969230875,0.0,0.0,0.0,1.0,1,0,2018,0
1607,1.8899694889500052,-0.08591069651252231,0.0,0.0,1.0,0.0,2,0,2018,1
35918,-0.16654106809360214,0.5197433789322566,0.0,0.0,0.0,1.0,1,0,2018,1
3605,-0.8111572335660312,-0.21402982785661015,0.0,0.0,1.0,0.0,2,0,2018,0
16399,-0.8658001932881975,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,0
17942,2.447498437365232,-0.9827446159211373,0.0,0.0,0.0,1.0,3,0,2018,0
9452,-1.0388362324083902,-0.9012142596112631,0.0,1.0,0.0,0.0,1,1,2018,0
4604,0.41261738521164837,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,0
11588,-0.7684674212830889,1.533049235926406,0.0,0.0,0.0,1.0,2,0,2017,3
6147,1.408713005146969,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2017,1
15660,0.09955876180340476,-0.7847423220257287,0.0,0.0,0.0,1.0,2,0,2017,0
25845,1.190994962503963,-0.47026809054478586,0.0,0.0,0.0,1.0,3,0,2018,2
33133,-1.1313308256880985,-0.23732421537371703,0.0,0.0,0.0,1.0,2,0,2018,0
13443,-1.09575598211898,-0.9478030346454769,0.0,1.0,0.0,0.0,1,0,2017,0
30972,0.5833766343434176,-0.23732421537371703,0.0,0.0,1.0,0.0,3,0,2018,1
5443,1.0171051271381117,0.4382130226223825,0.0,0.0,0.0,1.0,3,0,2018,0
131,0.725676008619892,-0.7032119657158546,0.0,0.0,0.0,1.0,1,0,2018,2
36180,1.2948735057257894,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,0
4643,0.40123343526953026,-0.21402982785661015,0.0,0.0,0.0,1.0,2,0,2018,0
24164,-0.07120048732836448,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2018,0
497,-0.24195973646013372,-0.9361558408869235,0.0,0.0,0.0,1.0,1,0,2018,1
10528,-0.6688578592895569,3.0704788120554602,0.0,0.0,1.0,0.0,1,0,2018,0
3664,0.32723776064576376,1.9872897925099902,0.0,0.0,0.0,1.0,2,0,2018,1
4826,0.6659102714237729,-0.1092050840296292,0.0,0.0,0.0,1.0,2,0,2018,2
24468,-0.09966036218365937,2.5230607054034486,0.0,0.0,1.0,0.0,2,0,2018,0
25889,0.1849383863692894,2.255175248956719,0.0,0.0,1.0,0.0,2,0,2018,0
13402,-0.8111572335660312,0.22856353496842058,0.0,0.0,1.0,0.0,2,0,2018,0
13461,-0.2704196113154286,-0.92450864712837,0.0,1.0,0.0,0.0,1,1,2018,0
25066,0.35854362298658793,-0.05096911523686199,0.0,0.0,0.0,1.0,2,0,2018,0
35510,0.07109888694810988,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
19207,-1.0246062949807428,1.4631660733750853,0.0,0.0,0.0,1.0,2,0,2018,1
28825,0.9818148823175459,-0.92450864712837,0.0,0.0,0.0,1.0,2,0,2018,2
9395,-0.23655236023762777,-0.3654433467178049,0.0,0.0,0.0,1.0,3,0,2018,1
27354,-0.5265584850130824,-0.7498007407500684,0.0,0.0,0.0,1.0,1,0,2018,0
12447,-0.8111572335660312,-0.4819152843033393,0.0,0.0,1.0,0.0,2,0,2018,0
10252,-0.09966036218365937,1.4631660733750853,0.0,0.0,1.0,0.0,2,0,2018,0
10518,2.433268499937584,1.2535165857211232,0.0,0.0,0.0,1.0,3,0,2018,1
21423,0.691524158793538,0.29844669751974123,0.0,0.0,0.0,1.0,2,0,2018,1
23209,-0.5265584850130824,-0.004380340202648226,0.0,0.0,1.0,0.0,2,0,2018,2
7173,-1.1703208542398524,-0.15579385906384294,0.0,0.0,1.0,0.0,2,0,2018,0
26896,-0.3842591107366081,-0.7730951282671753,0.0,1.0,0.0,0.0,1,0,2018,0
25656,0.6573723089671841,-0.5634456406132133,0.0,0.0,0.0,1.0,2,0,2018,1
24002,-0.24195973646013372,1.2418693919625698,0.0,0.0,1.0,0.0,1,0,2018,0
763,-1.09575598211898,0.6944512853105582,0.0,0.0,1.0,0.0,2,0,2018,0
33435,-0.3842591107366081,0.5779793477250238,0.0,0.0,0.0,1.0,2,0,2018,2
